Category,Room,ItemName,Description,Quantity,UnitCost,Markup,MarkupType,Total,Confidence
Cabinetry,,,,,,,,,
Cabinetry,Kitchen,Cabinet installation,Installation of kitchen cabinetry.,99.0,7600,0.75,%,13110,100
,,,Section Total,,,,,13110.00,

Commercial Cleaning,,,,,,,,,
Commercial Cleaning,Full Apartment,Post-renovation cleaning,Commercial cleaning after renovation.,1,1925,0.75,%,3368.75,100
,,,Section Total,,,,,3368.75,

Countertops,,,,,,,,,
Countertops,Kitchen,Quartz Countertop Installation,Fabricate and install kitchen countertops.,16,2000,0.75,%,56000,90
,,,Section Total,,,,,56000.00,

Demolition,,,,,,,,,
Demolition,Bathroom 1,Full gut,"Demolition of tiles, vanity, medicine cabinet, toilet, fixtures, plumbing lines.",35.5,2750,0.75,%,4812.5,100
Demolition,Bathroom 2,Full gut,"Demolition of tiles, vanity, medicine cabinet, toilet, fixtures, plumbing lines.",32.3,2750,0.75,%,4812.5,100
Demolition,Kitchen,Full gut,"Demolition of existing cabinetry, counters, plumbing fixtures, appliances, wall substrates.",99.0,3300,0.75,%,5775,100
,,,Section Total,,,,,15400.00,

Doors,,,,,,,,,
Doors,Full Apartment,Interior door replacement,Replacement of standard interior doors.,10,550,0.75,%,9625,80
,,,Section Total,,,,,9625.00,

Electrical,,,,,,,,,
Electrical,Full Apartment,Rewiring,Full apartment electrical rewiring based on total livable floor area.,1341.5,17,0.75,%,39908.375,100
,,,Section Total,,,,,39908.38,

Flooring,,,,,,,,,
Flooring,Kitchen,Install new LVT Flooring,LVT flooring in the kitchen,99 sf,6,0.75,%,1043,85
Flooring,Full Apartment,New flooring installation,Installation of engineered hardwood flooring.,1341.5,6,0.75,%,14084.25,100
,,,Section Total,,,,,15127.25,

Painting,,,,,,,,,
Painting,Full Apartment,Painting,"Painting of walls, ceilings, and trims.",1341.5,10.3,0.75,%,24150.075,100
,,,Section Total,,,,,24150.08,

Plumbing,,,,,,,,,
Plumbing,Bathroom 1,Full gut plumbing,Replacement of bathroom plumbing fixtures.,1,7700,0.75,%,13475,100
Plumbing,Bathroom 2,Full gut plumbing,Replacement of bathroom plumbing fixtures.,1,7700,0.75,%,13475,100
Plumbing,Kitchen,Full gut plumbing,Replacement of kitchen sink plumbing fixtures.,1,3850,0.75,%,6737.5,100
,,,Section Total,,,,,33687.50,

Tile,,,,,,,,,
Tile,Bathroom 1,Tile installation,Installation of wall and floor tiles.,35.5,4600,0.8,%,8295,100
Tile,Bathroom 2,Tile installation,Installation of wall and floor tiles.,32.3,4100,0.8,%,7575,100
Tile,Kitchen,Tile backsplash,Installation of tile backsplash.,99.0,2200,0.8,%,3960,100
,,,Section Total,,,,,19830.00,

Walls & Ceilings,,,,,,,,,
Walls & Ceilings,Kitchen,Install moisture-resistant drywall,New drywall installation for walls post-demolition.,167.6,4,0.75,%,905.8,90
Walls & Ceilings,Bathroom 1,Install moisture-resistant drywall,New drywall installation for walls post-demolition.,190.9,4,0.75,%,1032.93,100
Walls & Ceilings,Bathroom 2,Install moisture-resistant drywall,New drywall installation for walls post-demolition.,173.1,4,0.75,%,935.205,100
,,,Section Total,,,,,2873.93,

Waterproofing,,,,,,,,,
Waterproofing,Bathroom 1,Waterproofing floors and walls,Installation of waterproofing membrane.,1,1900,0.75,%,3325,100
Waterproofing,Bathroom 2,Waterproofing floors and walls,Installation of waterproofing membrane.,1,1900,0.75,%,3325,100
,,,Section Total,,,,,6650.00,

,,,Overall Subtotal,,,,,239730.89,
,,,General Conditions (10%),,,,,23973.09,
,,,Grand Total,,,,,263703.97,
